Unnamed: 0,inn,name,region,okved,status_Действующая организация,status_Деятельность прекращена,status_Процесс банкротства,status_Процесс исключения,status_Процесс реорганизации,status_Стадия ликвидации,Закупки,2020,2021,2022,2023,2024,2025,СумНедоим,СумДолг,ОстЗадолж,2021_1100_СумОтч,2021_1100_СумПред,2021_2110_СумОтч,2021_2110_СумПред,2021_2200_СумОтч,2021_2200_СумПред,2022_1100_СумОтч,2022_1100_СумПред,2022_2110_СумОтч,2022_2110_СумПред,2022_2200_СумОтч,2022_2200_СумПред,2023_1100_СумОтч,2023_1100_СумПред,2023_2110_СумОтч,2023_2110_СумПред,2023_2200_СумОтч,2023_2200_СумПред,2024_1100_СумОтч,2024_1100_СумПред,2024_2110_СумОтч,2024_2110_СумПред,2024_2200_СумОтч,2024_2200_СумПред,2025_1100_СумОтч,2025_1100_СумПред,2025_2110_СумОтч,2025_2110_СумПред,2025_2200_СумОтч,2025_2200_СумПред,2021_1210_СумОтч,2021_1210_СумПред,2021_1360_СумОтч,2021_1360_СумПред,2021_2400_СумОтч,2021_2400_СумПред,2022_1210_СумОтч,2022_1210_СумПред,2022_1360_СумОтч,2022_1360_СумПред,2022_2400_СумОтч,2022_2400_СумПред,2023_1210_СумОтч,2023_1210_СумПред,2023_1360_СумОтч,2023_1360_СумПред,2023_2400_СумОтч,2023_2400_СумПред,2024_1210_СумОтч,2024_1210_СумПред,2024_1360_СумОтч,2024_1360_СумПред,2024_2400_СумОтч,2024_2400_СумПред,2025_1210_СумОтч,2025_1210_СумПред,2025_1360_СумОтч,2025_1360_СумПред,2025_2400_СумОтч,2025_2400_СумПред,Дата регистрации,count_2021,sum_2021,count_2022,sum_2022,count_2023,sum_2023,count_2024,sum_2024,count_2025,sum_2025,event_timestamp
10,5918215224,"ООО ""МЕГАСТИЛ""",125,634,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,36330.71,0.0,0.0,5949000,0,393389000,517894000,11777000,6559000,2000,0,172064000,393389000,150000,11777000,1000,0,32931000,175123000,45000,-3507000,0,0,0,32931000,0,45000,0,0,0,0,0,0,109365000,0,0,0,202000,3823000,62422000,0,0,0,12000,202000,44084000,0,0,0,10000,50000,44084000,0,0,0,0,10000,0,0,0,0,0,0,2015,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2025-04-30 15:38:33.633104
11,3665037158,"ООО ""А-ДРАЙВ ЦЕНТР""",34,453,True,False,False,False,False,False,21435666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55738000,0,565443000,637748000,-23816000,-62825000,47406000,0,224411000,565443000,-3910000,-23816000,41868000,0,114306000,224411000,-4940000,-3910000,27455000,0,514891000,114306000,1953000,-4940000,0,0,0,0,0,0,70016000,0,0,0,6362000,-17393000,44584000,0,0,0,5509000,6362000,45948000,0,0,0,322000,5509000,141499000,0,0,0,22811000,322000,0,0,0,0,0,0,2002,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2025-04-30 15:38:33.633104
12,4501153735,"ЗАО ""КСА""",79,360,True,False,False,False,False,False,274564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259444000,0,1606782000,1153917000,119023000,27098000,335758000,0,1225078000,1606782000,115738000,119023000,744143000,0,1676065000,1225078000,321401000,115738000,898277000,0,1942230000,1676065000,218051000,321401000,0,0,0,0,0,0,1648183000,0,0,0,73974000,10154000,2107311000,0,0,0,26548000,73974000,2042047000,0,0,0,50933000,26548000,2317304000,0,0,0,85676000,50933000,0,0,0,0,0,0,2009,1,1361769.5,2,35289329.0,1,181880.0,0,0.0,0,0.0,2025-04-30 15:38:33.633104
13,7718288733,"ООО ""ТД ИЗАГРИ""",35,652,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,177911000,160557000,0,0,0,0,217238000,177911000,0,0,0,0,25791000,217238000,0,0,0,0,20579000,26108000,0,0,0,0,0,0,0,0,1127000,0,0,0,1686000,3669000,9035000,0,0,0,6686000,1686000,8201000,0,0,0,5227000,6686000,6000,0,0,0,9597000,5480000,0,0,0,0,0,0,2015,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2025-04-30 15:38:33.633104
14,7717567452,"ООО ""КЛЕВЕР-МЕДИА-ГРУПП""",35,764,True,False,False,False,False,False,16284372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83155000,0,742688000,885160000,91776000,173255000,79148000,0,837597000,742688000,100394000,91776000,68369000,0,1270718000,837597000,202830000,100394000,81363000,0,1453209000,1270718000,184439000,202830000,0,0,0,0,0,0,223930000,0,0,0,22417000,18169000,264784000,0,0,0,3276000,22417000,313184000,0,0,0,30024000,3276000,449355000,0,0,0,116339000,30024000,0,0,0,0,0,0,2006,0,0.0,1,2046019.5,0,0.0,0,0.0,0,0.0,2025-04-30 15:38:33.633104
15,7536162870,"ООО ""ЭКОНОМ""",42,663,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,34044.0,0.0,0.0,3393000,0,2424303000,1918223000,75724000,16790000,7400000,0,3246012000,2424303000,173608000,75724000,5985000,0,3638066000,3246012000,149554000,173608000,202354000,0,3847042000,3638066000,149445000,149554000,0,0,0,0,0,0,85498000,0,0,0,82285000,23214000,133503000,0,0,0,158197000,86282000,126522000,0,0,0,140855000,158197000,150175000,0,0,0,-22556000,140855000,0,0,0,0,0,0,2016,1,14508.52,3,1879425.9,1,1104641.25,1,479722.34,0,0.0,2025-04-30 15:38:33.633104
16,2631803003,"ООО ""РАДИАН""",172,653,False,True,False,False,False,False,244170511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1603000,0,901699000,769592000,24934000,2637000,2003000,0,295994000,901699000,3363000,24934000,1171000,0,48676000,295994000,-462000,3363000,0,0,22021000,48676000,-5385000,-462000,0,0,0,0,0,0,11431000,0,0,0,10600000,2671000,4000,0,0,0,14000,10600000,0,0,0,0,1714000,14000,0,0,0,0,351000,1714000,0,0,0,0,0,0,2012,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2025-04-30 15:38:33.633104
17,5404289490,"ООО КОМПАНИЯ ""КОЛОРЛОН""",112,700,True,False,False,False,False,False,163481,0.0,0.0,0.0,0.0,0.0,0.0,2387.0,0.0,0.0,232391000,0,5873973000,6068445000,80203000,75559000,297486000,0,3814611000,5873973000,71588000,80203000,170728000,0,3938124000,3814611000,7405000,71588000,124813000,0,3897439000,3938124000,22445000,7405000,0,0,0,0,0,0,701660000,0,5000,0,27984000,15610000,1012713000,0,5000,0,31375000,27984000,1036744000,0,5000,0,-105010000,31375000,935818000,0,5000,0,-14261000,-105010000,0,0,0,0,0,0,2006,0,0.0,0,0.0,0,0.0,1,50000.0,0,0.0,2025-04-30 15:38:33.633104
18,7733304066,"ООО ""ФОКУС-М""",96,575,True,False,False,False,False,False,3343099532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59005000,0,892636000,478595000,177929000,87860000,62372000,0,1313798000,892636000,319958000,177929000,72755000,0,1173176000,1313798000,166070000,319958000,128534000,0,1227898000,1173176000,183563000,166070000,0,0,0,0,0,0,51061000,0,0,0,139586000,67026000,235403000,0,0,0,233251000,139586000,359084000,0,0,0,103597000,233251000,252560000,0,0,0,28197000,103597000,0,0,0,0,0,0,2016,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,2025-04-30 15:38:33.633104
19,5024051684,"ООО ""АЛНСТРОЙ-ТРОТУАР""",99,218,True,False,False,False,False,False,5304884,0.0,0.0,0.0,0.0,0.0,0.0,8373000.37,55331.39,55331.39,121540000,0,857545000,937153000,-7183000,55095000,133013000,0,1419503000,857545000,28032000,-7183000,127530000,0,1620189000,1419503000,25162000,28032000,108387000,0,2863003000,1620189000,44869000,25162000,0,0,0,0,0,0,468461000,0,0,0,11306000,8662000,384902000,0,0,0,15228000,11306000,243707000,0,0,0,15308000,15228000,136110000,0,0,0,27925000,15308000,0,0,0,0,0,0,2002,2,120000.0,9,4794134.670000001,6,5905276.0,2,460444.56,0,0.0,2025-04-30 15:38:33.633104
20,1517000016,КПК ООО,141,537,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161000,0,613003000,759921000,24350000,5576000,79000,0,1111166000,613003000,49427000,24350000,145000,0,1423155000,1111166000,67480000,49427000,57000,0,1984148000,1423155000,128966000,67480000,0,0,0,0,0,0,39459000,0,0,0,19446000,4004000,73416000,0,0,0,39419000,19446000,100367000,0,0,0,53863000,39419000,68800000,0,0,0,103485000,53863000,0,0,0,0,0,0,2004,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2025-04-30 15:38:33.633104
21,3123430440,"ООО ""ДОБРЫНЯ""",18,534,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1054000,0,698161000,1013861000,8756000,14204000,40613000,0,704240000,698161000,41691000,13139000,34241000,0,740161000,704240000,44506000,41691000,852000,0,659874000,740161000,-13630000,44506000,0,0,0,0,0,0,81702000,0,0,0,323000,1346000,110756000,0,0,0,460000,218000,112809000,0,0,0,219000,460000,3993000,0,0,0,6486000,219000,0,0,0,0,0,0,2018,0,0.0,1,200000.0,1,485888.5,0,0.0,3,6174983.43,2025-04-30 15:38:33.633104
22,2221065659,"ООО "" БАЗА МЯСОПРОМА """,3,524,True,False,False,False,False,False,1189673646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1428000,0,175559000,148889000,10926000,9692000,4589000,0,191497000,175559000,9734000,10926000,2830000,0,181943000,191497000,3901000,9734000,2671000,0,207263000,181943000,7351000,3901000,0,0,0,0,0,0,20843000,0,0,0,7831000,6506000,14816000,0,0,0,10143000,7831000,31278000,0,0,0,4956000,10143000,36511000,0,0,0,5394000,4956000,0,0,0,0,0,0,2004,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2025-04-30 15:38:33.633104
23,9723014851,"ООО ""ОЙМАН""",96,558,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1081000,0,396074000,299547000,6588000,-24618000,0,0,404823000,396074000,0,0,0,0,292786000,404823000,0,0,0,0,361482000,292786000,0,0,0,0,0,0,0,0,79626000,0,0,0,-16551000,-28081000,96607000,0,0,0,23108000,-16551000,108965000,0,0,0,1649000,23108000,132942000,0,0,0,2219000,1649000,0,0,0,0,0,0,2017,1,5500.0,0,0.0,0,0.0,1,57218.12,0,0.0,2025-04-30 15:38:33.633104
24,6452082923,"ООО ""МЕТАЛЛ-ПОВОЛЖЬЕ""",155,659,True,False,False,False,False,False,188737831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10515000,0,766863000,659283000,24062000,25803000,18381000,0,404392000,766863000,12760000,24062000,34666000,0,546416000,404392000,17856000,12760000,35836000,0,493948000,546416000,15005000,17856000,0,0,0,0,0,0,84116000,0,0,0,9792000,6399000,97798000,0,0,0,10370000,9792000,102211000,0,0,0,13021000,10370000,90567000,0,0,0,12651000,13021000,0,0,0,0,0,0,2003,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2025-04-30 15:38:33.633104
25,6658463560,"ООО ""ЩДЗ ""СЕВЕРНЫЙ""",164,231,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,11801083.59,0.0,0.0,147600000,0,437332000,344926000,50615000,17304000,181156000,0,955124000,442276000,-1473000,54762000,312607000,0,1067713000,955124000,85546000,-1472000,687133000,0,878794000,1067713000,26744000,85554000,0,0,0,0,0,0,230274000,0,0,0,55508000,6898000,252187000,0,0,0,4758000,57950000,332719000,0,0,0,30175000,4758000,65722000,0,0,0,24688000,30264000,0,0,0,0,0,0,2014,3,15015204.5,1,24384.5,6,2864660.5,2,1674661.02,0,0.0,2025-04-30 15:38:33.633104
26,2308061641,"ООО ""КАМПАН""",73,539,True,False,False,False,False,False,500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2348883000,1539084000,9730000,11507000,0,0,3450966000,2348883000,29564000,9730000,296000,0,2989576000,3450966000,9333000,29564000,188000,0,3394695000,2989576000,9582000,9333000,0,0,0,0,0,0,30000,0,0,0,6698000,36349000,79000,0,0,0,22896000,6698000,121000,0,0,0,6253000,22896000,28000,0,0,0,5592000,6253000,0,0,0,0,0,0,1998,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2025-04-30 15:38:33.633104
27,9102012442,"ООО ""АНГКОР""",137,711,True,False,False,False,False,False,129575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139718000,0,1817926000,1417101000,96336000,30184000,2522469000,0,1882414000,1817926000,234966000,96336000,2453232000,0,1736492000,1882414000,161736000,234966000,2668973000,0,2014601000,1736492000,157287000,161736000,0,0,0,0,0,0,613255000,0,0,0,106951000,55873000,661155000,0,0,0,120651000,106951000,807958000,0,0,0,28084000,120651000,924252000,0,0,0,63620000,28084000,0,0,0,0,0,0,2014,1,98565.77,0,0.0,0,0.0,0,0.0,0,0.0,2025-04-30 15:38:33.633104
28,9710058241,"ООО ""МЕДВЕТ""",96,622,True,False,False,False,False,False,712507126,0.0,0.0,0.0,0.0,0.0,0.0,13.72,0.0,0.0,0,0,134506000,122325000,0,0,0,0,102548000,134506000,0,0,0,0,127707000,102548000,0,0,0,0,134372000,127707000,0,0,0,0,0,0,0,0,183000,0,0,0,51854000,22164000,1074000,0,0,0,38975000,51854000,2219000,0,0,0,33904000,38975000,1617000,0,0,0,49437000,33904000,0,0,0,0,0,0,2018,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2025-04-30 15:38:33.633104
29,1001334255,"ООО ""КМ-ГРУПП""",135,447,False,True,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10442000,0,498954000,464735000,10366000,2427000,6744000,0,200007000,498954000,5874000,10366000,14248000,0,92047000,200007000,-1182000,5874000,0,0,0,0,0,0,0,0,0,0,0,0,41126000,0,0,0,29260000,18939000,36104000,0,0,0,14318000,29260000,8111000,0,0,0,1755000,14318000,0,0,0,0,0,0,0,0,0,0,0,0,2018,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2025-04-30 15:38:33.633104
30,7702850682,"ООО ""КРЕМОНА""",35,525,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11742479.3,11244536.12,550000,0,737496000,1158931000,8660000,14000000,428000,0,589729000,737496000,10031000,8660000,255000,0,612516000,589729000,11226000,10031000,81000,0,441561000,612516000,7143000,11226000,0,0,0,0,0,0,0,0,0,0,6825000,12636000,0,0,0,0,7617000,6825000,0,0,0,0,7085000,7617000,0,0,0,0,2786000,7085000,0,0,0,0,0,0,2014,0,0.0,0,0.0,1,5544626.0,1,3908909.0,0,0.0,2025-04-30 15:38:33.633104
31,7724347401,"ООО ""ФИЛА ГРУПП""",35,661,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,210736000,151937000,0,0,0,0,202170000,210736000,0,0,0,0,246710000,202170000,0,0,0,0,285751000,246710000,0,0,0,0,0,0,0,0,50483000,0,0,0,13226000,8696000,47106000,0,0,0,12561000,13226000,76598000,0,0,0,10753000,12561000,72242000,0,0,0,12941000,10753000,0,0,0,0,0,0,2015,0,0.0,0,0.0,0,0.0,0,0.0,1,215723.0,2025-04-30 15:38:33.633104
32,6345006082,"ООО ""ПП ""ТЭКО-ФИЛЬТР""",151,375,True,False,False,False,False,False,60721087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114413000,0,404606000,307766000,54953000,44530000,115322000,0,519979000,404606000,83035000,54953000,192262000,0,539598000,519979000,95013000,83035000,218038000,0,809891000,539598000,141277000,95013000,0,0,0,0,0,0,119371000,0,0,0,37833000,32926000,117721000,0,0,0,50964000,37833000,219321000,0,0,0,74995000,50964000,186159000,0,0,0,108688000,74995000,0,0,0,0,0,0,1996,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2025-04-30 15:38:33.633104
33,4401132410,"ООО ""ПАРКОЙЛ""",71,690,True,False,False,False,False,False,226233626,0.0,0.0,0.0,0.0,0.0,0.0,3578024.8,0.0,0.0,59309000,0,2807691000,2466111000,58521000,43786000,558358000,0,2529057000,2807691000,277380000,58521000,223584000,0,2533602000,2529057000,94444000,277380000,211866000,0,3033984000,2533602000,198447000,94444000,0,0,0,0,0,0,96898000,0,0,0,12561000,11357000,89451000,0,0,0,168489000,12561000,86234000,0,0,0,294191000,168489000,151711000,0,0,0,38826000,294191000,0,0,0,0,0,0,2012,0,0.0,2,90499.76,1,231369072.0,1,201537.52,0,0.0,2025-04-30 15:38:33.633104
34,6726022894,"ООО ""ФЕНИКС""",170,524,False,True,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3385580000,2051877000,55012000,56928000,0,0,4135426000,3385580000,-5717000,55012000,0,0,2943271000,4135426000,7358000,-5717000,0,0,0,0,0,0,0,0,0,0,0,0,341027000,0,0,0,40445000,37413000,297221000,0,0,0,18754000,40445000,35235000,0,0,0,-89434000,18754000,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0.0,0,0.0,1,12226.05,0,0.0,0,0.0,2025-04-30 15:38:33.633104
35,3906082625,"ООО ""ЮРИНАТ-КЛС""",53,667,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,121487000,126126000,0,0,0,0,126804000,121487000,0,0,0,0,128176000,126804000,0,0,0,0,136023000,128176000,0,0,0,0,0,0,0,0,37798000,0,0,0,10223000,6366000,40908000,0,0,0,12395000,10223000,45088000,0,0,0,11363000,12395000,44575000,0,0,0,9062000,11363000,0,0,0,0,0,0,2000,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2025-04-30 15:38:33.633104
36,7710121637,"АО ""МОСТОЖЕЛЕЗОБЕТОНКОНСТРУКЦИЯ""",35,218,True,False,False,False,False,False,76409595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141054000,0,5793004000,4298716000,309061000,244118000,1725552000,0,8393931000,5793004000,836635000,309061000,1920440000,0,5981589000,8393931000,411955000,836635000,2421400000,0,5583299000,5981589000,176580000,411955000,0,0,0,0,0,0,987749000,0,10000,0,267723000,75640000,989508000,0,10000,0,523511000,267723000,1002927000,0,10000,0,372237000,523511000,942367000,0,10000,0,193892000,372237000,0,0,0,0,0,0,1993,0,0.0,3,1659796976.0,0,0.0,2,216333.77,3,11036839.0,2025-04-30 15:38:33.633104
37,6670452684,"ООО ""ПРОМЫШЛЕННЫЕ ТЕХНОЛОГИИ""",164,651,False,True,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,155563000,602415000,0,0,0,0,81641000,155563000,0,0,0,0,51992000,81641000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638000,0,0,0,1133000,379000,19042000,0,0,0,1011000,1133000,55539000,0,0,0,-699000,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2025-04-30 15:38:33.633104
