inn,name,region,okved,status_Действующая организация,status_Деятельность прекращена,status_Процесс банкротства,status_Процесс исключения,status_Процесс реорганизации,status_Стадия ликвидации,Закупки,2020,2021,2022,2023,2024,2025,СумНедоим,СумДолг,ОстЗадолж,2021_1100_СумОтч,2021_1100_СумПред,2021_2110_СумОтч,2021_2110_СумПред,2021_2200_СумОтч,2021_2200_СумПред,2022_1100_СумОтч,2022_1100_СумПред,2022_2110_СумОтч,2022_2110_СумПред,2022_2200_СумОтч,2022_2200_СумПред,2023_1100_СумОтч,2023_1100_СумПред,2023_2110_СумОтч,2023_2110_СумПред,2023_2200_СумОтч,2023_2200_СумПред,2024_1100_СумОтч,2024_1100_СумПред,2024_2110_СумОтч,2024_2110_СумПред,2024_2200_СумОтч,2024_2200_СумПред,2025_1100_СумОтч,2025_1100_СумПред,2025_2110_СумОтч,2025_2110_СумПред,2025_2200_СумОтч,2025_2200_СумПред
7717567452,"ООО ""КЛЕВЕР-МЕДИА-ГРУПП""",35,764,True,False,False,False,False,False,16284372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83155000,0,742688000,885160000,91776000,173255000,79148000,0,837597000,742688000,100394000,91776000,68369000,0,1270718000,837597000,202830000,100394000,81363000,0,1453209000,1270718000,184439000,202830000,0,0,0,0,0,0
7536162870,"ООО ""ЭКОНОМ""",42,663,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,34044.0,0.0,0.0,3393000,0,2424303000,1918223000,75724000,16790000,7400000,0,3246012000,2424303000,173608000,75724000,5985000,0,3638066000,3246012000,149554000,173608000,202354000,0,3847042000,3638066000,149445000,149554000,0,0,0,0,0,0
2631803003,"ООО ""РАДИАН""",172,653,False,True,False,False,False,False,244170511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1603000,0,901699000,769592000,24934000,2637000,2003000,0,295994000,901699000,3363000,24934000,1171000,0,48676000,295994000,-462000,3363000,0,0,22021000,48676000,-5385000,-462000,0,0,0,0,0,0
5404289490,"ООО КОМПАНИЯ ""КОЛОРЛОН""",112,700,True,False,False,False,False,False,163481,0.0,0.0,0.0,0.0,0.0,0.0,2387.0,0.0,0.0,232391000,0,5873973000,6068445000,80203000,75559000,297486000,0,3814611000,5873973000,71588000,80203000,170728000,0,3938124000,3814611000,7405000,71588000,124813000,0,3897439000,3938124000,22445000,7405000,0,0,0,0,0,0
7733304066,"ООО ""ФОКУС-М""",96,575,True,False,False,False,False,False,3343099532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59005000,0,892636000,478595000,177929000,87860000,62372000,0,1313798000,892636000,319958000,177929000,72755000,0,1173176000,1313798000,166070000,319958000,128534000,0,1227898000,1173176000,183563000,166070000,0,0,0,0,0,0
5024051684,"ООО ""АЛНСТРОЙ-ТРОТУАР""",99,218,True,False,False,False,False,False,5304884,0.0,0.0,0.0,0.0,0.0,0.0,8373000.37,55331.39,55331.39,121540000,0,857545000,937153000,-7183000,55095000,133013000,0,1419503000,857545000,28032000,-7183000,127530000,0,1620189000,1419503000,25162000,28032000,108387000,0,2863003000,1620189000,44869000,25162000,0,0,0,0,0,0
1517000016,КПК ООО,141,537,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161000,0,613003000,759921000,24350000,5576000,79000,0,1111166000,613003000,49427000,24350000,145000,0,1423155000,1111166000,67480000,49427000,57000,0,1984148000,1423155000,128966000,67480000,0,0,0,0,0,0
3123430440,"ООО ""ДОБРЫНЯ""",18,534,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1054000,0,698161000,1013861000,8756000,14204000,40613000,0,704240000,698161000,41691000,13139000,34241000,0,740161000,704240000,44506000,41691000,852000,0,659874000,740161000,-13630000,44506000,0,0,0,0,0,0
2221065659,"ООО "" БАЗА МЯСОПРОМА """,3,524,True,False,False,False,False,False,1189673646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1428000,0,175559000,148889000,10926000,9692000,4589000,0,191497000,175559000,9734000,10926000,2830000,0,181943000,191497000,3901000,9734000,2671000,0,207263000,181943000,7351000,3901000,0,0,0,0,0,0
9723014851,"ООО ""ОЙМАН""",96,558,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1081000,0,396074000,299547000,6588000,-24618000,0,0,404823000,396074000,0,0,0,0,292786000,404823000,0,0,0,0,361482000,292786000,0,0,0,0,0,0,0,0
6452082923,"ООО ""МЕТАЛЛ-ПОВОЛЖЬЕ""",155,659,True,False,False,False,False,False,188737831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10515000,0,766863000,659283000,24062000,25803000,18381000,0,404392000,766863000,12760000,24062000,34666000,0,546416000,404392000,17856000,12760000,35836000,0,493948000,546416000,15005000,17856000,0,0,0,0,0,0
6658463560,"ООО ""ЩДЗ ""СЕВЕРНЫЙ""",164,231,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,11801083.59,0.0,0.0,147600000,0,437332000,344926000,50615000,17304000,181156000,0,955124000,442276000,-1473000,54762000,312607000,0,1067713000,955124000,85546000,-1472000,687133000,0,878794000,1067713000,26744000,85554000,0,0,0,0,0,0
2308061641,"ООО ""КАМПАН""",73,539,True,False,False,False,False,False,500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2348883000,1539084000,9730000,11507000,0,0,3450966000,2348883000,29564000,9730000,296000,0,2989576000,3450966000,9333000,29564000,188000,0,3394695000,2989576000,9582000,9333000,0,0,0,0,0,0
9102012442,"ООО ""АНГКОР""",137,711,True,False,False,False,False,False,129575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139718000,0,1817926000,1417101000,96336000,30184000,2522469000,0,1882414000,1817926000,234966000,96336000,2453232000,0,1736492000,1882414000,161736000,234966000,2668973000,0,2014601000,1736492000,157287000,161736000,0,0,0,0,0,0
9710058241,"ООО ""МЕДВЕТ""",96,622,True,False,False,False,False,False,712507126,0.0,0.0,0.0,0.0,0.0,0.0,13.72,0.0,0.0,0,0,134506000,122325000,0,0,0,0,102548000,134506000,0,0,0,0,127707000,102548000,0,0,0,0,134372000,127707000,0,0,0,0,0,0,0,0
1001334255,"ООО ""КМ-ГРУПП""",135,447,False,True,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10442000,0,498954000,464735000,10366000,2427000,6744000,0,200007000,498954000,5874000,10366000,14248000,0,92047000,200007000,-1182000,5874000,0,0,0,0,0,0,0,0,0,0,0,0
7702850682,"ООО ""КРЕМОНА""",35,525,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11742479.3,11244536.12,550000,0,737496000,1158931000,8660000,14000000,428000,0,589729000,737496000,10031000,8660000,255000,0,612516000,589729000,11226000,10031000,81000,0,441561000,612516000,7143000,11226000,0,0,0,0,0,0
7724347401,"ООО ""ФИЛА ГРУПП""",35,661,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,210736000,151937000,0,0,0,0,202170000,210736000,0,0,0,0,246710000,202170000,0,0,0,0,285751000,246710000,0,0,0,0,0,0,0,0
6345006082,"ООО ""ПП ""ТЭКО-ФИЛЬТР""",151,375,True,False,False,False,False,False,60721087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114413000,0,404606000,307766000,54953000,44530000,115322000,0,519979000,404606000,83035000,54953000,192262000,0,539598000,519979000,95013000,83035000,218038000,0,809891000,539598000,141277000,95013000,0,0,0,0,0,0
4401132410,"ООО ""ПАРКОЙЛ""",71,690,True,False,False,False,False,False,226233626,0.0,0.0,0.0,0.0,0.0,0.0,3578024.8,0.0,0.0,59309000,0,2807691000,2466111000,58521000,43786000,558358000,0,2529057000,2807691000,277380000,58521000,223584000,0,2533602000,2529057000,94444000,277380000,211866000,0,3033984000,2533602000,198447000,94444000,0,0,0,0,0,0
6726022894,"ООО ""ФЕНИКС""",170,524,False,True,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3385580000,2051877000,55012000,56928000,0,0,4135426000,3385580000,-5717000,55012000,0,0,2943271000,4135426000,7358000,-5717000,0,0,0,0,0,0,0,0,0,0,0,0
3906082625,"ООО ""ЮРИНАТ-КЛС""",53,667,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,121487000,126126000,0,0,0,0,126804000,121487000,0,0,0,0,128176000,126804000,0,0,0,0,136023000,128176000,0,0,0,0,0,0,0,0
7710121637,"АО ""МОСТОЖЕЛЕЗОБЕТОНКОНСТРУКЦИЯ""",35,218,True,False,False,False,False,False,76409595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141054000,0,5793004000,4298716000,309061000,244118000,1725552000,0,8393931000,5793004000,836635000,309061000,1920440000,0,5981589000,8393931000,411955000,836635000,2421400000,0,5583299000,5981589000,176580000,411955000,0,0,0,0,0,0
6670452684,"ООО ""ПРОМЫШЛЕННЫЕ ТЕХНОЛОГИИ""",164,651,False,True,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,155563000,602415000,0,0,0,0,81641000,155563000,0,0,0,0,51992000,81641000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3616023748,"ООО ""АЛКОНА ГРУПП""",34,273,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17796000,0,405551000,254052000,19514000,15600000,30283000,0,686694000,405551000,46403000,19514000,59594000,0,640531000,686694000,33365000,46403000,59585000,0,1100685000,640531000,36373000,33365000,0,0,0,0,0,0
6664044905,"ЗАО ""АВТОХОЛДИНГ""",164,447,True,False,False,False,False,False,14279319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2322000,0,1009045000,1320650000,29245000,2992000,43394000,0,455182000,1009045000,8716000,29245000,32025000,0,399750000,455182000,-7621000,8716000,26495000,0,658253000,399750000,-46077000,-7621000,0,0,0,0,0,0
3528211460,"ООО ""АЛКО-ФОРУМ""",36,534,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41877000,0,1016646000,987636000,-22850000,-37858000,45241000,0,1136433000,1016646000,22592000,-22850000,34336000,0,988448000,1136433000,-15996000,22592000,34567000,0,968704000,988448000,-12701000,-15996000,0,0,0,0,0,0
7729398745,"ООО ""ОПТОСИСТЕМЫ""",96,322,True,False,False,False,False,False,219726761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193137000,0,310455000,268304000,72760000,60300000,202330000,0,339188000,310455000,51028000,72761000,194118000,0,303321000,339188000,57299000,51028000,245594000,0,508536000,303321000,111882000,57299000,0,0,0,0,0,0
9715251217,"ООО ""ЭКСАРИС""",96,661,True,False,False,False,False,False,119073557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,379500000,349910000,12209000,23349000,5000,0,435510000,379500000,27782000,12209000,4000,0,417264000,435510000,15449000,27782000,7000,0,453189000,417264000,18068000,15449000,0,0,0,0,0,0
7448191978,"ООО ""ТСУ""",199,335,True,False,False,False,False,False,63955636,0.0,0.0,0.0,0.0,0.0,0.0,668244.74,0.0,0.0,0,0,69836000,152066000,0,0,0,0,96607000,69836000,0,0,0,0,166924000,96607000,0,0,0,0,69341000,166924000,0,0,0,0,0,0,0,0
4100014999,"ООО ""ТОРГОВЫЙ ДОМ НИКИТИН""",57,534,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11059000,0,611829000,646830000,6189000,31582000,11446000,0,755058000,611829000,45977000,6189000,10722000,0,753954000,755058000,7448000,45977000,9159000,0,740487000,753954000,2037000,7448000,0,0,0,0,0,0
9709040673,"ООО ""ПИДЖИЭС""",95,543,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,0.0,0.0,23548000,0,188461000,125436000,4856000,6137000,31765000,0,393293000,188461000,30778000,4856000,0,0,248368000,393293000,0,0,0,0,125972000,248368000,0,0,0,0,0,0,0,0
3123200982,"ООО ""АНТАРЕС""",18,507,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,267110000,448904000,0,0,0,0,188849000,267110000,0,0,0,0,56907000,188849000,0,0,0,0,32499000,56907000,0,0,0,0,0,0,0,0
7816566410,"ООО ""СИМ СТРОЙ""",36,644,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,99706000,186578000,0,0,0,0,174216000,99706000,0,0,0,0,177552000,174216000,0,0,0,0,278681000,177552000,0,0,0,0,0,0,0,0
2629008880,"ОАО ""ГМЗ""",172,154,False,False,True,False,False,False,70431000,0.0,0.0,0.0,0.0,0.0,0.0,394194070.56,33048.21,23048.21,109289000,0,0,526212000,-2118000,-105264000,0,0,0,0,0,0,246758000,0,0,0,0,-196000,265428000,0,0,0,0,0,0,0,0,0,0,0
5036139929,"ООО ""ВИП-ТЕКСТИЛЬ СТОЛИЦА""",99,656,False,False,False,False,True,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,377609000,317200000,40746000,28975000,0,0,491617000,377609000,87381000,40746000,0,0,393052000,491617000,32111000,87381000,157565000,0,470331000,393052000,52540000,32111000,0,0,0,0,0,0
7707781200,"ООО ""АЛФАРМА""",96,575,True,False,False,False,False,False,3755477743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19128000,0,2442259000,2523828000,856972000,915844000,153442000,0,2421614000,2442259000,703860000,856972000,78826000,0,1624027000,2421614000,115177000,703860000,78502000,0,1121140000,1624027000,-142851000,115177000,0,0,0,0,0,0
2327013805,"ООО ""ОПФХ""",73,652,True,False,False,False,False,False,22277587,0.0,0.0,0.0,0.0,0.0,0.0,1041091.49,0.0,0.0,0,0,1380547000,2198432000,14238000,44332000,0,0,2374462000,1380547000,143571000,14238000,0,0,1280110000,2374462000,65603000,143571000,0,0,1441904000,1280110000,45531000,65603000,0,0,0,0,0,0
1660149400,"ООО ""КСМ-ИНТЕХ""",177,299,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1973000,0,234232000,144880000,107459000,69549000,4026000,0,281174000,234232000,144539000,107459000,3035000,0,305149000,281174000,139580000,144539000,2377000,0,224345000,305149000,74932000,139580000,0,0,0,0,0,0
7736133436,"ЗАО ""ДАНИСКО""",35,661,True,False,False,False,False,False,6369632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34635000,0,5189185000,4349956000,345760000,473573000,91340000,0,4880484000,5189185000,377721000,345760000,69040000,0,5975371000,4880484000,757278000,377721000,80328000,0,6762514000,5975371000,412200000,757278000,0,0,0,0,0,0
7325032086,"ООО ""МОТОМ ЦЕНТР""",96,447,True,False,False,False,False,False,4206600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96960000,0,955659000,896625000,51978000,6352000,93118000,0,410686000,955659000,27910000,51978000,95445000,0,266246000,410686000,374000,27910000,123525000,0,377536000,266246000,-18578000,374000,0,0,0,0,0,0
1102045250,"ООО ""САЗОНОВ""",68,536,True,False,False,False,False,False,499936,0.0,0.0,0.0,0.0,0.0,0.0,973984.57,0.0,0.0,232000,0,1592532000,1945462000,58945000,89236000,27637000,0,1585493000,1592532000,61606000,58945000,34239000,0,1824995000,1585493000,73960000,61606000,65189000,0,1981480000,1824995000,126593000,73960000,0,0,0,0,0,0
7735151489,"ООО ""СКТ ТРЕЙД""",35,596,True,False,False,False,False,False,31226743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148000,0,512431000,288571000,40024000,20645000,66000,0,500180000,512431000,52161000,40024000,1207000,0,425422000,500180000,36815000,52161000,1313000,0,716378000,425422000,69761000,36815000,0,0,0,0,0,0
7718965696,"ООО ""СПСОФТ""",35,694,True,False,False,False,False,False,33907987,0.0,0.0,0.0,0.0,0.0,0.0,89.98,0.0,0.0,0,0,423897000,451242000,13402000,13793000,0,0,411627000,423897000,20093000,13402000,0,0,322277000,411627000,5392000,20093000,6384000,0,401471000,322277000,2274000,18150000,0,0,0,0,0,0
7726682028,"ООО ""ПОЛИХИМТРЕЙД""",35,653,True,False,False,False,False,False,13860650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22000,0,62388000,194767000,-5207000,-1808000,26000,0,72727000,62388000,1885000,-5207000,28000,0,26048000,72727000,392000,1885000,3000,0,17068000,26048000,4593000,392000,0,0,0,0,0,0
5408309387,"ООО ""ГАЛАКТИКА""",111,651,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,107622000,181519000,0,0,0,0,42836000,107622000,0,0,0,0,9796000,42836000,0,0,0,0,98738000,9796000,0,0,0,0,0,0,0,0
7810735503,"ООО ""ТПК ГРУПП""",36,483,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,199074000,232742000,0,0,0,0,298252000,199074000,0,0,0,0,390265000,298252000,0,0,0,0,403445000,390265000,0,0,0,0,0,0,0,0
9723065447,"ООО ""ВАВИЛОН""",96,561,False,False,True,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,101793000,144537000,0,0,0,0,0,101793000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5024110675,"ООО ""САЙТЕГРА""",99,323,True,False,False,False,False,False,1890772295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47853000,0,431283000,751055000,27795000,84610000,5827000,0,549180000,431283000,134903000,27795000,3998000,0,420539000,549180000,83693000,134903000,4092000,0,597866000,420539000,116683000,83693000,0,0,0,0,0,0
4207055973,"ООО ""АЙ-БИ-ЭМ""",62,447,True,False,False,False,False,False,143889279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541735000,0,8581697000,6013560000,465262000,177264000,987526000,0,5946709000,8581697000,117001000,465262000,1079491000,0,8601771000,5946709000,-69374000,117001000,1103908000,0,13694868000,8601771000,-675050000,-69374000,0,0,0,0,0,0
2222841833,"ООО ""АЛДИЗ""",3,627,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1131946000,755159000,4108000,5480000,0,0,1302535000,1131946000,7899000,4108000,0,0,1165761000,1302535000,8533000,7899000,0,0,1714534000,1165761000,12098000,8533000,0,0,0,0,0,0
5036114995,"ООО ""ИТАЛ-КОНДИТЕР""",99,540,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,255263000,208531000,0,0,0,0,174703000,255263000,0,0,0,0,180876000,174703000,0,0,0,0,184433000,180876000,0,0,0,0,0,0,0,0
5406770560,"ООО ""НОВОМЕТ""",112,659,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13856000,0,582952000,289846000,19010000,10293000,10474000,0,354455000,582952000,11091000,19010000,8919000,0,420653000,354455000,19239000,11091000,32449000,0,377981000,420653000,26721000,19239000,0,0,0,0,0,0
1650305033,"ООО ""ТД АКОС-ЧЕЛНЫ""",177,447,True,False,False,False,False,False,1800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7292000,0,997414000,684177000,22440000,5625000,11172000,0,989254000,997414000,37017000,22440000,31331000,0,2254952000,989254000,-1171000,37017000,47117000,0,2805108000,2254952000,-221125000,-1171000,0,0,0,0,0,0
3123399750,"ООО ""КОМПАНИЯ ПРОЕКТ""",16,450,False,True,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,397415000,143950000,0,0,0,0,929931000,397415000,0,0,6646000,0,793371000,929931000,21713000,27725000,0,0,132804000,793371000,0,0,0,0,0,0,0,0
5262006464,"ООО ""НПП""ВАРС""",105,459,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9846000,0,238540000,233314000,5335000,4519000,8319000,0,209633000,238540000,5304000,5335000,7354000,0,210388000,209633000,2642000,5304000,8355000,0,173987000,210388000,5961000,2642000,0,0,0,0,0,0
6321293840,"ООО ""ДЕКАБРЬ""",151,731,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55615000,0,448567000,470860000,20384000,-22051000,61745000,0,523814000,448567000,18174000,20384000,61600000,0,644193000,523814000,12841000,18174000,59531000,0,739887000,644193000,-18343000,12841000,0,0,0,0,0,0
3662261994,"ООО ""ТД ""ВОСТОРГ""",32,538,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42241000,0,543325000,435945000,6164000,8725000,26928000,0,519106000,543325000,39915000,6164000,15785000,0,419398000,519106000,34502000,39915000,4643000,0,533713000,419398000,27485000,34502000,0,0,0,0,0,0
3525392498,"ООО ""АВТО ДОМ ВОЛОГДА""",31,447,True,False,False,False,False,False,5402526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128874000,0,934960000,953576000,14861000,37085000,111858000,0,334018000,934960000,-469000,14861000,94909000,0,575986000,334018000,-187000,-469000,91855000,0,253792000,566271000,-1240000,-12392000,0,0,0,0,0,0
